Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.50-53-55679-17,192.168.10.50,55679,192.168.10.3,53,17,6/7/2017 9:05,151,2,2,46,46,23,23,23,0,23,23,23,0,609271.5232,26490.06623,50.33333333,85.44783984,149,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13245.03311,13245.03311,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-30985-17,192.168.10.50,30985,192.168.10.3,53,17,6/7/2017 9:05,197,2,2,46,46,23,23,23,0,23,23,23,0,467005.0761,20304.56853,65.66666667,30.61590001,101,47,47,47,0,47,47,49,49,0,49,49,0,0,0,0,64,64,10152.28426,10152.28426,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-47728-17,192.168.10.50,47728,192.168.10.3,53,17,6/7/2017 9:05,154,2,2,46,46,23,23,23,0,23,23,23,0,597402.5974,25974.02597,51.33333333,87.17989065,152,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12987.01299,12987.01299,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-37612-17,192.168.10.50,37612,192.168.10.3,53,17,6/7/2017 9:05,224,2,2,46,46,23,23,23,0,23,23,23,0,410714.2857,17857.14286,74.66666667,127.5944095,222,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8928.571429,8928.571429,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-56631-17,192.168.10.50,56631,192.168.10.3,53,17,6/7/2017 9:05,198,2,2,46,46,23,23,23,0,23,23,23,0,464646.4646,20202.0202,66,31.17691454,102,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,10101.0101,10101.0101,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-40527-17,192.168.10.50,40527,192.168.10.3,53,17,6/7/2017 9:05,199,2,2,46,46,23,23,23,0,23,23,23,0,462311.5578,20100.50251,66.33333333,32.62412195,104,47,48,48,0,48,48,47,47,0,47,47,0,0,0,0,64,64,10050.25126,10050.25126,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-64994-17,192.168.10.50,64994,192.168.10.3,53,17,6/7/2017 9:05,153,2,2,46,46,23,23,23,0,23,23,23,0,601307.1895,26143.79085,51,81.40638796,145,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,13071.89542,13071.89542,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-32917-17,192.168.10.50,32917,192.168.10.3,53,17,6/7/2017 9:05,152,2,2,46,46,23,23,23,0,23,23,23,0,605263.1579,26315.78947,50.66666667,86.02519011,150,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13157.89474,13157.89474,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-192.168.10.50-49162-139-6,192.168.10.50,139,192.168.10.25,49162,6,6/7/2017 9:05,109,1,2,0,0,0,0,0,0,0,0,0,0,0,27522.93578,54.5,71.4177849,105,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,32,64,9174.311927,18348.62385,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,269,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-21192-17,192.168.10.50,21192,192.168.10.3,53,17,6/7/2017 9:05,200,2,2,46,46,23,23,23,0,23,23,23,0,460000,20000,66.66666667,31.46956201,103,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,64,64,10000,10000,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-61041-17,192.168.10.50,61041,192.168.10.3,53,17,6/7/2017 9:05,153,2,2,46,46,23,23,23,0,23,23,23,0,601307.1895,26143.79085,51,86.60254038,151,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13071.89542,13071.89542,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-59633-17,192.168.10.50,59633,192.168.10.3,53,17,6/7/2017 9:05,149,2,2,46,46,23,23,23,0,23,23,23,0,617449.6644,26845.63758,49.66666667,85.16063253,148,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,64,13422.81879,13422.81879,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-5118-17,192.168.10.50,5118,192.168.10.3,53,17,6/7/2017 9:05,161,2,2,46,46,23,23,23,0,23,23,23,0,571428.5714,24844.7205,53.66666667,92.08872533,160,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,64,12422.36025,12422.36025,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-123-123-17,192.168.10.12,123,192.168.10.3,123,17,6/7/2017 9:05,64000418,4,4,192,192,48,48,48,0,48,48,48,0,5.999960813,0.124999184,9142916.857,2.42E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,0,0,0,0,128,128,0.062499592,0.062499592,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,128,0,0,0,0,0,0,4,192,4,192,-1,-1,3,32,125,0,125,125,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
192.168.10.19-72.38.129.202-123-123-17,192.168.10.19,123,72.38.129.202,123,17,6/7/2017 9:05,62034874,2,2,96,96,48,48,48,0,48,48,48,0,3.095033287,0.06447986,2.07E+07,3.58E+07,6.20E+07,34935,6.20E+07,6.20E+07,0,6.20E+07,6.20E+07,6.20E+07,6.20E+07,0,6.20E+07,6.20E+07,0,0,0,0,64,64,0.03223993,0.03223993,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,35525,0,35525,35525,6.20E+07,0,6.20E+07,6.20E+07,BENIGN
192.168.10.12-91.189.89.199-123-123-17,192.168.10.12,123,91.189.89.199,123,17,6/7/2017 9:05,66095187,2,2,96,96,48,48,48,0,48,48,48,0,2.904901381,0.060518779,2.20E+07,3.80E+07,6.59E+07,93980,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,64,52,0.030259389,0.030259389,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,93980,0,93980,93980,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.1-192.168.10.3-53-60277-17,192.168.10.3,60277,192.168.10.1,53,17,6/7/2017 9:05,61474,1,1,45,89,45,45,45,0,89,89,89,0,2179.783323,32.53407945,61474,0,61474,61474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.26703972,16.26703972,45,89,59.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,89.5,45,89,32,0,0,0,0,0,0,1,45,1,89,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-53972-17,192.168.10.8,53972,192.168.10.3,53,17,6/7/2017 9:05,61904,2,2,68,156,34,34,34,0,78,78,78,0,3618.506074,64.61617989,20634.66667,35734.22889,61897,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,32.30808995,32.30808995,34,78,51.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,64.5,34,78,64,0,0,0,0,0,0,2,68,2,156,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-445-49195-6,192.168.10.3,445,192.168.10.8,49195,6,6/7/2017 9:05,10,1,1,6,6,6,6,6,0,6,6,6,0,1200000,200000,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,100000,100000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,63417,63021,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-445-49195-6,192.168.10.3,445,192.168.10.8,49195,6,6/7/2017 9:05,65,1,2,6,12,6,6,6,0,6,6,6,0,276923.0769,46153.84615,32.5,23.33452378,49,16,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,15384.61538,30769.23077,6,6,6,0,0,0,0,0,0,1,0,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,63417,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-192.95.27.155-123-123-17,192.168.10.19,123,192.95.27.155,123,17,6/7/2017 9:05,67016235,2,2,96,96,48,48,48,0,48,48,48,0,2.864977419,0.05968703,2.23E+07,3.87E+07,6.70E+07,16294,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,52,52,0.029843515,0.029843515,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,16327,0,16327,16327,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
192.168.10.19-67.215.197.149-123-123-17,192.168.10.19,123,67.215.197.149,123,17,6/7/2017 9:05,67024418,2,2,96,96,48,48,48,0,48,48,48,0,2.864627635,0.059679742,2.23E+07,3.87E+07,6.70E+07,24344,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,40,0.029839871,0.029839871,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,24344,0,24344,24344,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
144.217.109.67-192.168.10.19-123-123-17,192.168.10.19,123,144.217.109.67,123,17,6/7/2017 9:05,68000031,2,1,96,48,48,48,48,0,48,48,48,0,2.117646093,0.044117627,3.40E+07,4.25E+07,6.41E+07,3931718,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,0,0,0,0,0,40,20,0.029411751,0.014705876,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,40,0,0,0,0,0,0,2,96,1,48,-1,-1,1,20,3931718,0,3931718,3931718,6.41E+07,0,6.41E+07,6.41E+07,BENIGN
192.168.10.5-72.21.91.29-49298-80-6,192.168.10.5,49298,72.21.91.29,80,6,6/7/2017 9:05,5085386,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.359702882,0.786567627,1695128.667,2915581.708,5061725,60,5085386,2542693,3562449.218,5061725,23661,0,0,0,0,0,0,0,0,0,72,32,0.58992572,0.196641907,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-72.21.91.29-49299-80-6,192.168.10.5,49299,72.21.91.29,80,6,6/7/2017 9:05,5085280,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.359752069,0.786584023,1695093.333,2915426.322,5061510,63,5085280,2542640,3562220.116,5061510,23770,0,0,0,0,0,0,0,0,0,72,32,0.589938017,0.196646006,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-54.201.188.11-49296-443-6,192.168.10.5,49296,54.201.188.11,443,6,6/7/2017 9:05,5195702,8,5,388,3040,207,0,48.5,76.54317176,1521,2,608,806.1268511,659.7760996,2.502068055,432975.1667,1404455.835,4891226,3,5195702,742243.1429,1830216.475,4891226,3,178668,44667,49978.91611,91619,209,0,0,0,0,172,104,1.539734188,0.962333867,0,1521,244.8571429,531.1918178,282164.7473,0,0,0,1,0,0,0,0,0,263.6923077,48.5,608,172,0,0,0,0,0,0,8,388,5,3040,8192,30016,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-54.201.188.11-49295-443-6,192.168.10.5,49295,54.201.188.11,443,6,6/7/2017 9:05,5203208,8,5,388,3040,207,0,48.5,76.54317176,1521,2,608,806.1268511,658.8243253,2.498458643,433600.6667,1404294.471,4891344,48,5203208,743315.4286,1829857.67,4891344,48,181155,45288.75,47511.15046,88603,50,0,0,0,0,172,104,1.537513011,0.960945632,0,1521,244.8571429,531.1918178,282164.7473,0,0,0,1,0,0,0,0,0,263.6923077,48.5,608,172,0,0,0,0,0,0,8,388,5,3040,8192,30016,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-54.201.188.11-49293-443-6,192.168.10.5,49293,54.201.188.11,443,6,6/7/2017 9:05,60560532,14,13,4715,3263,2868,0,336.7857143,824.0672283,1521,2,251,551.8289288,131.735963,0.445834921,2329251.231,4269344.944,1.00E+07,6,6.06E+07,4658502.462,5187954.1,1.01E+07,49,6.05E+07,5039723.25,5225322.1,1.01E+07,215,0,0,0,0,292,264,0.231173663,0.214661258,0,2868,284.9285714,683.5665688,467263.254,0,0,0,1,0,0,0,0,0,295.4814815,336.7857143,251,292,0,0,0,0,0,0,14,4715,13,3263,8192,37960,13,20,121402.6667,92108.33777,309418,83759,9971989,94497.43717,1.00E+07,9779337,BENIGN
192.168.10.5-54.201.188.11-49292-443-6,192.168.10.5,49292,54.201.188.11,443,6,6/7/2017 9:05,60568366,13,14,4773,3269,4386,0,367.1538462,1209.118815,1521,2,233.5,534.2082207,132.7755812,0.445777256,2329552.538,4271759.353,1.00E+07,57,6.06E+07,5047363.833,5221791.134,1.01E+07,236,6.05E+07,4652628.615,5198179.056,1.01E+07,248,0,0,0,0,272,284,0.214633494,0.231143762,0,4386,287.2142857,891.5134596,794796.2487,0,0,0,1,0,0,0,0,1,297.8518519,367.1538462,233.5,272,0,0,0,0,0,0,13,4773,14,3269,8192,37960,12,20,117896.1667,83915.52551,289188,83611,9976758.333,73931.54593,1.00E+07,9826311,BENIGN
192.168.10.5-54.201.188.11-49294-443-6,192.168.10.5,49294,54.201.188.11,443,6,6/7/2017 9:05,60542164,14,14,4942,3269,3095,0,353,878.1601396,1521,2,233.5,534.2082207,135.6244881,0.462487598,2242302.37,4210516.867,1.00E+07,4,6.05E+07,4657089.538,5188926.529,1.01E+07,193,6.05E+07,4650619.538,5195403.595,1.01E+07,4,0,0,0,0,292,284,0.231243799,0.231243799,0,3095,283.137931,705.034433,497073.5517,0,0,0,1,0,0,0,0,1,293.25,353,233.5,292,0,0,0,0,0,0,14,4942,14,3269,8192,37960,13,20,118646.5,85389.48626,292947,83647,9971698.833,78664.45399,1.00E+07,9811421,BENIGN
192.168.10.5-72.21.91.29-49297-80-6,192.168.10.5,49297,72.21.91.29,80,6,6/7/2017 9:05,115211241,16,14,519,802,435,0,32.4375,107.3604327,796,0,57.28571429,212.6226085,11.46589507,0.260391258,3972801.414,4877349.451,1.00E+07,132,1.15E+08,7680749.4,4173474.071,1.00E+07,157,1.10E+08,8489910.692,3762455.381,1.00E+07,562,0,0,0,0,332,424,0.138875338,0.12151592,0,796,42.61290323,159.905113,25569.64516,0,0,0,1,0,0,0,0,0,44.03333333,32.4375,57.28571429,332,0,0,0,0,0,0,16,519,14,802,8192,288,15,20,31012.18182,24322.96458,104348,23484,1.00E+07,17464.237,1.00E+07,9953109,BENIGN
192.168.10.3-192.168.10.15-123-123-17,192.168.10.15,123,192.168.10.3,123,17,6/7/2017 9:05,64003753,4,4,192,192,48,48,48,0,48,48,48,0,5.999648177,0.12499267,9143393.286,2.42E+07,6.40E+07,1,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,1,0,0,0,0,104,104,0.062496335,0.062496335,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,104,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,116,0,116,116,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
192.168.10.1-192.168.10.3-53-62361-17,192.168.10.3,62361,192.168.10.1,53,17,6/7/2017 9:05,47215,1,1,89,167,89,89,89,0,167,167,167,0,5422.005719,42.35941968,47215,0,47215,47215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.17970984,21.17970984,89,167,115,45.033321,2028,0,0,0,0,0,0,0,0,1,172.5,89,167,32,0,0,0,0,0,0,1,89,1,167,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64254-17,192.168.10.5,64254,192.168.10.3,53,17,6/7/2017 9:05,222,2,2,156,412,78,78,78,0,206,206,206,0,2558558.559,18018.01802,74,86.9655104,171,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,9009.009009,9009.009009,78,206,129.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,161.5,78,206,64,0,0,0,0,0,0,2,156,2,412,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-54756-17,192.168.10.5,54756,192.168.10.3,53,17,6/7/2017 9:05,305,2,2,96,612,48,48,48,0,306,306,306,0,2321311.475,13114.7541,101.6666667,133.6650041,254,4,4,4,0,4,4,47,47,0,47,47,0,0,0,0,40,40,6557.377049,6557.377049,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189,48,306,40,0,0,0,0,0,0,2,96,2,612,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-54755-17,192.168.10.5,54755,192.168.10.3,53,17,6/7/2017 9:05,47658,2,2,156,312,78,78,78,0,156,156,156,0,9819.967267,83.93134416,15886,27471.20105,47607,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,41.96567208,41.96567208,78,156,109.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,136.5,78,156,64,0,0,0,0,0,0,2,156,2,312,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
167.114.204.238-192.168.10.19-123-123-17,192.168.10.19,123,167.114.204.238,123,17,6/7/2017 9:05,67015942,2,2,96,96,48,48,48,0,48,48,48,0,2.864989945,0.059687291,2.23E+07,3.87E+07,6.70E+07,15934,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,52,52,0.029843645,0.029843645,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,16125,0,16125,16125,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
129.128.12.20-192.168.10.12-123-123-17,192.168.10.12,123,129.128.12.20,123,17,6/7/2017 9:05,68090557,2,2,96,96,48,48,48,0,48,48,48,0,2.81977426,0.058745297,2.27E+07,3.92E+07,6.79E+07,89510,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,40,40,0.029372649,0.029372649,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,89510,0,89510,89510,6.79E+07,0,6.79E+07,6.79E+07,BENIGN
192.168.10.9-54.70.245.228-1190-443-6,192.168.10.9,1190,54.70.245.228,443,6,6/7/2017 9:05,117301051,29,24,3421,12977,975,0,117.9655172,259.49986,1755,2,540.7083333,722.1382187,139.7941439,0.451828859,2255789.442,4082061.344,1.00E+07,3,1.17E+08,4189323.25,4871014.391,1.01E+07,3,1.13E+08,4923669.783,5065767.444,1.01E+07,49,0,0,0,0,592,484,0.247227111,0.204601747,0,1755,303.6666667,554.9171959,307933.0943,0,0,0,1,0,0,0,0,0,309.3962264,117.9655172,540.7083333,592,0,0,0,0,0,0,29,3421,24,12977,8192,36135,28,20,305642.5455,733192.1737,2516300,84318,9989300.909,58880.89143,1.00E+07,9812318,BENIGN
192.168.10.3-192.168.10.8-123-123-17,192.168.10.8,123,192.168.10.3,123,17,6/7/2017 9:05,64009192,4,4,192,192,48,48,48,0,48,48,48,0,5.999138374,0.124982049,9144170.286,2.42E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,4,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,0,0,0,0,104,104,0.062491025,0.062491025,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,104,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,88,0,88,88,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
192.168.10.1-192.168.10.3-53-60159-17,192.168.10.3,60159,192.168.10.1,53,17,6/7/2017 9:05,46310,1,1,63,121,63,63,63,0,121,121,121,0,3973.223926,43.18721658,46310,0,46310,46310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.59360829,21.59360829,63,121,82.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,123.5,63,121,20,0,0,0,0,0,0,1,63,1,121,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60639-17,192.168.10.3,60639,192.168.10.1,53,17,6/7/2017 9:05,71646,1,1,56,141,56,56,56,0,141,141,141,0,2749.630126,27.91502666,71646,0,71646,71646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.95751333,13.95751333,56,141,84.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,126.5,56,141,20,0,0,0,0,0,0,1,56,1,141,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60563-17,192.168.10.3,60563,192.168.10.1,53,17,6/7/2017 9:05,23187,1,1,52,137,52,52,52,0,137,137,137,0,8151.119162,86.25522922,23187,0,23187,23187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,43.12761461,43.12761461,52,137,80.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,120.5,52,137,20,0,0,0,0,0,0,1,52,1,137,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-56270-17,192.168.10.9,56270,192.168.10.3,53,17,6/7/2017 9:05,46648,2,2,104,220,52,52,52,0,110,110,110,0,6945.635397,85.74858515,15549.33333,26926.17318,46641,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,42.87429257,42.87429257,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94,52,110,40,0,0,0,0,0,0,2,104,2,220,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-63934-17,192.168.10.9,63934,192.168.10.3,53,17,6/7/2017 9:05,23513,2,2,82,252,41,41,41,0,126,126,126,0,14204.90792,170.1186578,7837.666667,13569.17471,23506,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,64,85.05932888,85.05932888,41,126,75,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,93.75,41,126,40,0,0,0,0,0,0,2,82,2,252,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-49248-17,192.168.10.9,49248,192.168.10.3,53,17,6/7/2017 9:05,72073,2,2,90,260,45,45,45,0,130,130,130,0,4856.187477,55.49928545,24024.33333,41605.30378,72066,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,27.74964272,27.74964272,45,130,79,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,98.75,45,130,40,0,0,0,0,0,0,2,90,2,260,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-62566-17,192.168.10.9,62566,192.168.10.3,53,17,6/7/2017 9:05,162,2,2,82,178,41,41,41,0,89,89,89,0,1604938.272,24691.35802,54,87.46999486,155,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,12345.67901,12345.67901,41,89,60.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,75.25,41,89,40,0,0,0,0,0,0,2,82,2,178,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-72.21.91.29-1200-80-6,192.168.10.9,1200,72.21.91.29,80,6,6/7/2017 9:05,5392790,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.225193267,0.741731089,1797596.667,3093030.873,5369095,27,5392790,2696395,3779768.588,5369095,23695,0,0,0,0,0,0,0,0,0,72,32,0.556298317,0.185432772,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0,0,0,0,0,0,0,0,BENIGN
